"CODE,C,6","VALIDCODE,L","DESC,C,38"
1733,จริง,Lap right hemicolectomy
1734,จริง,Lap res transverse colon
1735,จริง,Lap left hemicolectomy
1736,จริง,Lap sigmoidectomy
1739,จริง,Lap pt ex lrg intest NEC
1741,จริง,Open robotic assist proc
1742,จริง,Lap robotic assist proc
1743,จริง,Perc robotic assist proc
1744,จริง,Endo robotic assist proc
1745,จริง,Thoraco robotic ast proc
1749,จริง,Robotic ast proc NEC/NOS
1751,จริง,"Implant CCM,total system"
1752,จริง,Implant CCM pulse genrtr
1753,จริง,Perc atherect extracran v
1754,จริง,Perc atherect intracran v
1755,จริง,Translumi coro atherect
1756,จริง,Atherect oth non-coro v
1761,จริง,"LITT lesn brain,guidance"
1762,จริง,"LITT les hd/nck,guidance"
1763,จริง,"LITT lesn liver,guidance"
1769,จริง,"LITT lesn, guide oth/NOS"
1770,จริง,IV infusion clofarabine
1771,จริง,Non-coronary IFVA
1781,จริง,Ins antimicrob envelop
180,เท็จ,EXTERNAL EAR INCISION
1801,จริง,Piercing of ear lobe
1802,จริง,Ext auditory canal incis
1809,จริง,External ear incis NEC
181,เท็จ,EXT EAR DIAGNOSTIC PROC
1811,จริง,Otoscopy
1812,จริง,External ear biopsy
1819,จริง,Ext ear diagnos proc NEC
182,เท็จ,DESTRUCT EXT EAR LESION
1821,จริง,Preauricular sinus excis
1829,จริง,Destruct ext ear les NEC
183,เท็จ,OTHER EXTERNAL EAR EXCIS
1831,จริง,Rad excis ext ear les
1839,จริง,Excis external ear NEC
184,จริง,Suture ext ear lac
185,จริง,Correction prominent ear
186,จริง,Ext audit canal reconstr
187,เท็จ,OTH PLASTIC REP EXT EAR
1871,จริง,Construction ear auricle
1872,จริง,Reattach amputated ear
1879,จริง,Plastic rep ext ear NEC
189,จริง,Other ext ear operations
190,จริง,Stapes mobilization
191,เท็จ,STAPEDECTOMY
1911,จริง,Stapedect w replac incus
1919,จริง,Stapedectomy NEC
192,เท็จ,STAPEDECTOMY REVISION
1921,จริง,Rev stapdec w incus repl
1929,จริง,Stapedectomy revis NEC
193,จริง,Ossicular chain op NEC
194,จริง,Myringoplasty
195,เท็จ,OTHER TYMPANOPLASTY
1952,จริง,Type 2 tympanoplasty
1953,จริง,Type 3 tympanoplasty
1954,จริง,Type 4 tympanoplasty
1955,จริง,Type 5 tympanoplasty
196,จริง,Tympanoplasty revision
199,จริง,Middle ear repair NEC
200,เท็จ,MYRINGOTOMY
2001,จริง,Myringotomy w intubation
2009,จริง,Myringotomy NEC
201,จริง,Tympanostomy tube remove
202,เท็จ,MASTOID & MID EAR INCIS
2021,จริง,Mastoid incision
2022,จริง,Petrus pyram air cel inc
2023,จริง,Middle ear incision
203,เท็จ,MID & INNER EAR DX PROC
2031,จริง,Electrocochleography
2032,จริง,Mid & inner ear biopsy
2039,จริง,Mid/in ear dx proc NEC
204,เท็จ,MASTOIDECTOMY
2041,จริง,Simple mastoidectomy
2042,จริง,Radical mastoidectomy
2049,จริง,Mastoidectomy NEC
205,เท็จ,OTH MIDDLE EAR EXCISION
2051,จริง,Excise middle ear lesion
2059,จริง,Middle ear excision NEC
206,เท็จ,INNER EAR FENESTRATION
2061,จริง,Inner ear fenestration
2062,จริง,Revis inner ear fenestra
207,เท็จ,INCIS/EXCIS/DESTR IN EAR
2071,จริง,Endolymphatic shunt
2072,จริง,Inner ear injection
2079,จริง,Inc/exc/destr in ear NEC
208,จริง,Eustachian tube ops
209,เท็จ,OTHER MID-INNER EAR OPS
2091,จริง,Tympanosympathectomy
2092,จริง,Mastoidectomy revision
2093,จริง,Repair oval/round window
2094,จริง,Tympanic injection
2095,จริง,Elecmag hear dev implant
2096,จริง,Implt cochlear prost NOS
2097,จริง,Imp/rep schan coch pros
2098,จริง,Imp/rep mchan cochl pros
2099,จริง,Mid-inner ear ops NEC
210,เท็จ,CONTROL OF EPISTAXIS
2100,จริง,Control of epistaxis NOS
2101,จริง,Ant nasal pack for epist
2102,จริง,Post nasal pac for epist
2103,จริง,Cautery to stop epistax
2104,จริง,Ethmoid art ligat-epist
2105,จริง,Max art lig for epistax
2106,จริง,Ext carot art lig-epist
2107,จริง,Nasal sept grft-epistax
2109,จริง,Epistaxis control NEC
211,จริง,Incision of nose
212,เท็จ,NASAL DIAGNOSTIC PROCED
2121,จริง,Rhinoscopy
2122,จริง,Nasal biopsy
2129,จริง,Nasal dx proc NEC
213,เท็จ,NASAL LESION DESTRUCTION
2130,จริง,Nasal lesion excis NOS
2131,จริง,Intranas les destruction
2132,จริง,Nasal les destruct NEC
214,จริง,Resection of nose
215,จริง,Submuc nasal sept resect
216,เท็จ,TURBINECTOMY
2161,จริง,Diather/cryo turbinectom
2162,จริง,Turbinate fracture
2169,จริง,Turbinectomy NEC
217,เท็จ,NASAL FRACTURE REDUCTION
2171,จริง,Clos reduction nasal fx
2172,จริง,Open reduction nasal fx
218,เท็จ,NASAL REPAIR & PLASTIC
2181,จริง,Nasal laceration suture
2182,จริง,Nasal fistula closure
2183,จริง,Tot nasal reconstruction
2184,จริง,Revision rhinoplasty
2185,จริง,Augmentation rhinoplasty
2186,จริง,Limited rhinoplasty
2187,จริง,Rhinoplasty NEC
2188,จริง,Septoplasty NEC
2189,จริง,Nasal repair NEC
219,เท็จ,OTHER NASAL OPERATIONS
2191,จริง,Lysis of nasal adhesions
2199,จริง,Nasal operation NEC
220,เท็จ,NASAL SINUS ASPIR/LAVAGE
2200,จริง,Sinus aspirat/lavage NOS
2201,จริง,Sinus punct for lavage
2202,จริง,Sinus lavage thru ostium
221,เท็จ,NASAL SINUS DIAGNOS PROC
2211,จริง,Closed nasal sinus bx
2212,จริง,Open biopsy nasal sinus
2219,จริง,Nasal sinus dx proc NEC
222,จริง,Intranasal antrotomy
223,เท็จ,EXT MAXILLARY ANTROTOMY
2231,จริง,Radical maxillary antrot
2239,จริง,Ext maxillary antrot NEC
224,เท็จ,FRONT SINUSOT & SINUSECT
2241,จริง,Frontal sinusotomy
2242,จริง,Frontal sinusectomy
225,เท็จ,OTHER NASAL SINUSOTOMY
2250,จริง,Sinusotomy NOS
2251,จริง,Ethmoidotomy
2252,จริง,Sphenoidotomy
2253,จริง,Multiple sinus incision
226,เท็จ,OTHER NASAL SINUSECTOMY
2260,จริง,Sinusectomy NOS
2261,จริง,C-luc exc max sinus les
2262,จริง,Exc max sinus lesion NEC
2263,จริง,Ethmoidectomy
2264,จริง,Sphenoidectomy
227,เท็จ,NASAL SINUS REPAIR
2271,จริง,Nasal sinus fistula clos
2279,จริง,Nasal sinus repair NEC
229,จริง,Other nasal sinus ops
230,เท็จ,FORCEPS TOOTH EXTRACTION
2301,จริง,Deciduous tooth extract
2309,จริง,Tooth extraction NEC
231,เท็จ,SURG REMOVAL OF TOOTH
2311,จริง,Residual root removal
2319,จริง,Surg tooth extract NEC
232,จริง,Tooth restor by filling
233,จริง,Tooth restorat by inlay
234,เท็จ,OTHER DENTAL RESTORATION
2341,จริง,Crown application
2342,จริง,Fixed bridge insertion
2343,จริง,Insert removable bridge
2349,จริง,Dental restoration NEC
235,จริง,Tooth implantation
236,จริง,Prosthet dental implant
237,เท็จ,ROOT CANAL RX & APICOECT
2370,จริง,Root canal NOS
2371,จริง,Root canal w irrigation
2372,จริง,Root canal w apicoectomy
2373,จริง,Apicoectomy
240,จริง,Gum or alveolar incision
241,เท็จ,TOOTH & GUM DIAGNOS PROC
2411,จริง,Gum biopsy
2412,จริง,Alveolus biopsy
2419,จริง,Tooth & gum dx proc NEC
242,จริง,Gingivoplasty
243,เท็จ,OTHER OPERATIONS ON GUMS
2431,จริง,Gum lesion excision
2432,จริง,Suture of gum laceration
2439,จริง,Gum operation NEC
244,จริง,Exc of dental les of jaw
245,จริง,Alveoloplasty
246,จริง,Exposure of tooth
247,จริง,Applic orthodont appliance
248,จริง,Other orthodontic operat
249,เท็จ,OTHER DENTAL OPERATION
2491,จริง,Exten buccolabial/sulcus
2499,จริง,Dental operation NEC
250,เท็จ,DX PROCEDURES ON TONGUE
2501,จริง,Closed biopsy of tongue
2502,จริง,Open biopsy of tongue
2509,จริง,Tongue dx procedure NEC
251,จริง,Destruction tongue les
252,จริง,Partial glossectomy
253,จริง,Complete glossectomy
254,จริง,Radical glossectomy
255,เท็จ,REPAIR OF TONGUE
2551,จริง,Suture of tongue lacerat
2559,จริง,Repair of tongue NEC
259,เท็จ,OTHER TONGUE OPERATIONS
2591,จริง,Lingual frenotomy
2592,จริง,Lingual frenectomy
2593,จริง,Lysis of tongue adhesion
2594,จริง,Other glossotomy
2599,จริง,Tongue operation NEC
260,จริง,Incis salivary glnd/duct
261,เท็จ,SALIVARY DIAGNOSTIC PROC
2611,จริง,Clos bx saliv gland/duct
2612,จริง,Open bx saliv gland/duct
2619,จริง,Saliv glnd dx proc NEC
262,เท็จ,EXCIS OF SALIV GLAND LES
2621,จริง,Salivary cyst marsupial
2629,จริง,Saliv lesion excis NEC
263,เท็จ,SIALOADENECTOMY
2630,จริง,Sialoadenectomy NOS
2631,จริง,Partial sialoadenectomy
2632,จริง,Complete sialoadenectomy
264,เท็จ,SALIV GLND & DUCT REPAIR
2641,จริง,Suture of saliv glnd lac
2642,จริง,Salivary fistula closure
2649,จริง,Salivary repair NEC
269,เท็จ,OTH SALIVARY OPERATIONS
2691,จริง,Salivary duct probing
2699,จริง,Salivary operation NEC
270,จริง,Drain face & mouth floor
271,จริง,Incision of palate
272,เท็จ,ORAL CAVITY DX PROCEDURE
2721,จริง,Bony palate biopsy
2722,จริง,Uvula and soft palate bx
2723,จริง,Biopsy of lip
2724,จริง,Mouth biopsy NOS
2729,จริง,Oral cavity dx proc NEC
273,เท็จ,EXCIS OF BONY PALATE LES
2731,จริง,Loc exc bony palate les
2732,จริง,Wide exc bony palate les
274,เท็จ,OTHER EXCISION OF MOUTH
2741,จริง,Labial frenumectomy
2742,จริง,Wide excision of lip les
2743,จริง,Excision of lip les NEC
2749,จริง,Excision of mouth NEC
275,เท็จ,PLASTIC REPAIR OF MOUTH
2751,จริง,Suture of lip laceration
2752,จริง,Suture of mouth lac NEC
2753,จริง,Closure of mouth fistula
2754,จริง,Repair of cleft lip
2755,จริง,Full-thick grft to mouth
2756,จริง,Skin graft to mouth NEC
2757,จริง,Pedicle attach to mouth
2759,จริง,Mouth repair NEC
276,เท็จ,PALATOPLASTY
2761,จริง,Suture of palate lacerat
2762,จริง,Cleft palate correction
2763,จริง,Revis cleft palat repair
2764,จริง,Insert palatal implant
2769,จริง,Oth plastic repair palat
277,เท็จ,OPERATIONS ON UVULA
2771,จริง,Incision of uvula
2772,จริง,Excision of uvula
2773,จริง,Repair of uvula
2779,จริง,Other uvula operations
279,เท็จ,OTHER MOUTH & FACE OPS
2791,จริง,Labial frenotomy
2792,จริง,Mouth incision NOS
2799,จริง,Oral cavity ops NEC
280,จริง,Peritonsillar I&D
281,เท็จ,TONSIL&ADENOID DX PROC
2811,จริง,Tonsil&adenoid biopsy
2819,จริง,Tonsil&adenoid dx op NEC
282,จริง,Tonsillectomy
283,จริง,Tonsillectomy/adenoidec
284,จริง,Excision of tonsil tag
285,จริง,Excision lingual tonsil
286,จริง,Adenoidectomy
287,จริง,Hemorr contrl post T & A
289,เท็จ,OTHER TONSIL/ADENOID OPS
2891,จริง,Incis to remov tonsil FB
2892,จริง,Excis tonsil/adenoid les
2899,จริง,Tonsil&adenoid ops NEC
290,จริง,Pharyngotomy
291,เท็จ,PHARYNGEAL DX PROCEDURES
2911,จริง,Pharyngoscopy
2912,จริง,Pharyngeal biopsy
2919,จริง,Pharyngeal dx proc NEC
292,จริง,Exc branchial cleft cyst
293,เท็จ,DESTRUCT PHARYNGEAL LES
2931,จริง,Cricopharyngeal myotomy
2932,จริง,Pharyngeal diverticulec
2933,จริง,Pharyngectomy
2939,จริง,Excis/destr les phar NEC
294,จริง,Plastic op on pharynx
295,เท็จ,OTHER PHARYNGEAL REPAIR
2951,จริง,Suture of pharyngeal lac
2952,จริง,Clos branch cleft fistul
2953,จริง,Clos pharynx fistula NEC
2954,จริง,Lysis pharyngeal adhes
2959,จริง,Pharyngeal repair NEC
299,เท็จ,OTHER PHARYNGEAL OPS
2991,จริง,Pharyngeal dilation
2992,จริง,Divis glossopharyng nerv
2999,จริง,Pharyngeal operation NEC
300,เท็จ,DESTROY LARYNGEAL LESION
3001,จริง,Larynx cyst marsupializ
3009,จริง,Destruct larynx les NEC
301,จริง,Hemilaryngectomy
302,เท็จ,PARTIAL LARYNGECTOMY NEC
3021,จริง,Epiglottidectomy
3022,จริง,Vocal cordectomy
3029,จริง,Other part laryngectomy
303,จริง,Complete laryngectomy
304,จริง,Radical laryngectomy
310,จริง,Injection of larynx
311,จริง,Temporary tracheostomy
312,เท็จ,PERMANENT TRACHEOSTOMY
3121,จริง,Mediastinal tracheostomy
3129,จริง,Other perm tracheostomy
313,จริง,Incis larynx trachea NEC
314,เท็จ,LARYNX TRACHEA DX PROCS
3141,จริง,Tracheoscopy thru stoma
3142,จริง,Larygnoscopy/tracheoscop
3143,จริง,Closed biopsy larynx
3144,จริง,Closed biopsy trachea
3145,จริง,Opn bx larynx or trachea
3148,จริง,Oth larynx dx procedure
3149,จริง,Oth trachea dx procedure
315,จริง,Local destruc trach les
316,เท็จ,REPAIR OF LARYNX
3161,จริง,Suture of laryngeal lac
3162,จริง,Laryngeal fistula clos
3163,จริง,Laryngostomy revision
3164,จริง,Laryngeal fx repair
3169,จริง,Other laryngeal repair
317,เท็จ,REPAIR OF TRACHEA
3171,จริง,Suture of tracheal lacer
3172,จริง,Closure of tracheostomy
3173,จริง,Trachea fistula clos NEC
3174,จริง,Revision of tracheostomy
3175,จริง,Tracheal reconstruction
3179,จริง,Other tracheal repair
319,เท็จ,LARYNX TRACHEA OPS NEC
3191,จริง,Laryngeal nerv division
3192,จริง,Lysis trach/larynx adhes
3193,จริง,Replace trac/laryn stent
3194,จริง,Tracheal injection
3195,จริง,Tracheoesoph fistulizat
3198,จริง,Oth laryngeal operation
3199,จริง,Other tracheal operation
320,เท็จ,LOCAL DESTRUCT BRONC LES
3201,จริง,Endosc destruc bronc les
3209,จริง,Other destruc bronc les
321,จริง,Other bronchial excision
322,เท็จ,LOCAL DESTRUCT LUNG LES
3220,จริง,Thorac exc lung lesion
3221,จริง,Emphysema bleb plication
3222,จริง,Lung vol reduction surg
3223,จริง,Open abltn lung les/tiss
3224,จริง,Perc abltn lung les/tiss
3225,จริง,Thor abltn lung les/tiss
3226,จริง,Abltn lung tiss NEC/NOS
3227,จริง,Bronchosc thermpl abl aw m
3228,จริง,Endosc destruc lung les
3229,จริง,Destroy loc lung les NEC
323,จริง,Segmental lung resection
3230,จริง,Thorac seg lung resect
3239,จริง,Oth seg lung resect NOS
324,จริง,Lobectomy of lung
3241,จริง,Thorac lobectomy lung
3249,จริง,Lobectomy of lung NEC
325,จริง,Complete pneumonectomy
3250,จริง,Thoracospc pneumonectomy
3259,จริง,Other pneumonectomy NOS
326,จริง,Rad dissec thorac struct
329,จริง,Other excision of lung
330,จริง,Incision of bronchus
331,จริง,Incision of lung
332,เท็จ,BRONCHIAL/LUNG DX PROCS
3320,จริง,Thoracoscopc lung biopsy
3321,จริง,Bronchoscopy thru stoma
3322,จริง,Fiber-optic bronchoscopy
3323,จริง,Other bronchoscopy
3324,จริง,Closed bronchial biopsy
3325,จริง,Open bronchial biopsy
3326,จริง,Closed lung biopsy
3327,จริง,Clos endoscopic lung bx
3328,จริง,Open lung biopsy
3329,จริง,Bronch/lung dx proc NEC
